-6.28328983504049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.28304609842568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.11533580280156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4.95234218184391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.30592087133942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.28259486119516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2.20509792083415,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2.1774522777262,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1.93226956590367,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1.70112487039925,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.69501636631721,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1.65820360701316,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1.654483831541,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64679745653153,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64348772651968,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55901587796704,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55821651699798,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49682125407454,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30765162960406,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29612410368454
